Temperature_C,Humidity_Percent,CO_ppm
24.21,60.4,29.82
24.42,62.0,29.94
24.05,61.5,30.44
23.96,61.1,30.84
24.14,61.5,30.93
23.98,61.5,31.31
24.32,61.6,30.31
24.06,61.8,30.44
24.02,61.3,29.98
24.03,61.1,29.87
24.21,61.6,30.61
24.08,61.6,30.11
24.0,61.4,31.12
24.35,62.1,29.77
23.97,61.3,30.74
24.11,61.1,30.0
24.2,61.5,30.09
23.86,61.2,30.77
24.17,61.5,30.16
23.94,61.2,30.24
24.22,61.3,30.09
23.96,62.0,31.39
24.2,61.3,30.19
24.27,61.2,30.53
24.23,61.8,30.4
24.14,61.1,30.61
24.07,61.2,30.19
24.01,61.6,30.4
24.32,61.7,30.7
24.0,61.8,30.07
23.94,61.2,31.04
24.2,61.6,31.09
23.98,61.3,30.8
23.96,61.2,30.53
23.88,61.8,29.0
24.03,61.2,30.71
24.09,61.5,30.3
24.14,61.4,30.38
24.24,61.1,29.55
24.18,61.7,30.75
24.07,61.6,29.78
24.07,60.8,30.56
24.18,61.5,30.95
24.29,61.2,30.27
24.12,61.7,31.11
24.03,61.0,30.13
23.95,61.3,30.8
23.88,61.5,29.85
24.2,61.4,31.02
24.19,61.6,30.94
24.19,60.9,30.73
24.08,61.9,30.3
24.31,61.6,29.8
24.03,61.8,30.3
24.24,61.7,31.06
24.09,61.4,30.56
24.01,61.0,29.72
24.19,61.2,29.94
24.16,61.9,31.13
24.15,61.8,30.74
24.11,61.2,29.88
24.09,60.6,29.62
24.46,61.3,30.19
24.28,61.3,29.57
24.21,61.3,30.42
24.12,61.6,31.73
24.25,61.7,29.7
24.18,61.7,30.41
24.1,61.5,31.16
24.05,60.9,30.87
24.09,61.3,30.43
23.62,62.1,30.43
24.13,61.5,29.92
24.03,61.5,30.37
24.34,61.5,30.62
24.1,61.5,31.05
23.92,60.7,30.19
24.09,61.3,30.41
23.94,61.4,30.03
24.17,61.8,30.61
24.14,61.4,30.89
24.24,60.9,30.81
23.98,61.5,29.91
24.11,61.2,30.57
23.9,61.0,30.16
24.21,61.1,31.01
24.18,61.6,30.42
24.17,61.8,29.74
24.1,61.5,30.39
24.16,61.6,30.73
24.34,61.5,30.62
24.06,61.4,30.24
24.12,61.6,30.21
23.94,60.7,30.01
23.97,61.4,30.3
24.11,61.1,30.07
24.27,61.7,30.99
24.06,61.4,30.05
24.06,61.4,30.56
24.04,60.9,30.53
24.02,61.7,30.97
24.14,61.6,31.04
23.88,61.6,30.85
24.29,61.2,30.68
24.0,61.2,29.98
24.21,61.5,29.97
23.91,61.2,30.08
24.2,61.5,30.88
24.2,60.8,30.54
24.16,61.3,30.93
23.95,61.9,31.0
24.14,61.5,30.14
23.92,61.5,30.52
24.06,62.0,30.49
24.25,60.7,30.34
24.22,61.2,30.23
24.1,61.3,31.09
23.95,61.7,30.53
24.2,61.7,30.51
24.1,61.1,30.1
23.75,61.7,30.84
24.22,61.3,30.0
24.1,61.8,30.73
24.28,61.1,30.74
23.94,61.4,30.29
23.62,61.3,30.66
24.14,61.7,30.59
24.14,61.2,30.48
23.85,61.4,30.51
23.95,61.6,30.53
24.51,61.6,30.56
24.05,61.7,30.53
24.21,61.5,29.95
24.0,61.3,30.42
23.79,61.3,30.63
24.07,61.4,30.55
24.06,61.5,30.98
24.04,61.4,30.81
24.08,61.4,30.06
24.14,60.9,30.42
24.08,61.6,30.34
23.91,61.5,30.5
24.17,61.7,30.5
23.81,61.4,30.81
23.79,60.9,30.59
24.21,61.3,31.12
110.0,8.0,600.0
24.09,61.6,30.08
23.89,60.8,30.27
23.99,61.4,30.8
24.06,61.6,29.69
23.86,61.2,29.83
23.99,61.4,30.51
24.2,61.2,30.98
24.31,61.2,31.15
24.04,61.3,30.39
24.21,61.2,31.03
23.81,61.6,30.54
24.2,61.2,29.73
23.98,61.1,30.5
24.15,61.9,30.19
24.06,61.7,30.96
24.3,60.8,30.49
23.97,61.2,29.86
24.19,61.5,29.75
24.06,61.5,30.49
24.08,61.0,29.29
24.07,61.7,30.24
23.97,61.6,30.62
24.1,61.5,29.97
24.09,61.8,31.0
24.14,61.5,31.1
24.11,61.5,29.99
24.22,61.9,30.35
24.24,61.7,31.0
23.94,61.1,30.5
24.23,61.6,29.8
23.92,61.2,30.43
24.19,61.6,30.07
24.19,61.5,31.05
23.81,61.0,30.8
24.11,61.4,30.34
24.03,61.5,30.57
23.99,61.3,29.85
24.3,61.5,30.12
24.0,61.6,31.28
23.98,61.4,30.53
24.11,61.5,30.97
24.2,61.8,30.62
24.08,61.5,31.16
24.27,61.5,29.5
24.18,61.1,30.41
23.77,61.6,31.32
24.02,61.5,30.98
24.02,61.8,31.16
24.17,61.4,30.5
23.71,60.9,30.23
24.48,60.9,29.99
24.18,61.6,29.95
24.12,61.2,30.9
24.28,61.5,30.76
24.45,61.4,30.47
24.23,61.3,30.75
24.24,61.4,30.57
24.12,61.1,30.98
24.08,61.4,30.98
24.03,61.2,29.97
23.98,61.3,30.64
24.0,61.3,29.67
23.9,61.3,30.57
24.09,61.7,30.8
23.85,61.4,29.84
24.13,61.7,30.29
24.09,61.9,30.5
24.12,61.7,30.62
24.02,61.6,30.36
24.56,61.5,29.91
24.3,61.7,30.47
23.91,61.4,29.67
24.13,61.7,30.38
24.01,61.6,30.28
23.95,61.3,30.43
23.9,61.7,30.22
24.16,61.4,29.75
24.0,61.4,30.32
24.25,61.3,30.97
24.25,61.4,31.13
24.31,61.7,31.72
23.97,61.7,31.35
24.17,61.5,29.9
24.19,61.6,30.3
24.03,61.8,30.49
23.98,61.4,30.46
24.34,61.1,30.53
24.13,61.8,31.7
24.2,61.2,29.96
23.98,61.2,30.14
23.92,60.9,31.32
24.01,61.6,30.19
24.08,60.9,30.7
23.94,61.2,31.02
24.1,61.6,30.74
23.85,61.6,30.6
23.93,61.2,30.97
24.2,61.4,30.05
24.19,61.1,30.25
24.04,61.2,30.77
23.95,61.5,29.47
23.95,61.2,31.21
24.04,61.3,30.65
24.2,61.0,30.58
24.24,61.7,29.68
24.03,61.6,29.86
23.93,61.6,30.3
24.14,61.8,30.9
23.98,61.2,29.46
24.02,61.3,30.89
24.3,60.8,30.32
24.22,62.3,30.39
24.12,61.4,30.63
23.91,61.7,30.63
24.13,61.0,30.14
24.26,61.7,30.81
24.04,62.0,29.34
24.3,61.4,30.27
24.29,61.1,30.58
24.35,61.4,30.33
24.15,60.7,29.59
24.19,61.4,30.88
24.31,61.6,29.88
24.17,61.4,30.47
24.02,61.3,30.58
24.03,61.6,30.51
24.14,61.6,31.08
23.91,60.9,30.47
24.08,61.4,30.71
24.26,62.1,30.47
23.77,61.0,30.81
24.33,61.4,31.2
24.27,62.0,30.57
24.03,61.7,30.89
24.18,61.2,31.23
24.1,61.5,31.18
24.28,61.4,30.31
24.25,61.2,31.02
23.89,61.4,30.62
24.19,61.3,31.06
24.07,61.4,30.78
24.11,61.2,30.64
23.99,61.0,30.72
24.36,61.4,30.63
24.26,61.9,30.65
23.99,61.4,30.42
23.9,61.3,30.37
24.04,61.6,31.38
24.17,61.4,30.74
24.14,62.0,30.21
24.29,61.4,30.36
24.22,61.6,31.03
24.25,61.2,30.13
24.15,61.6,29.76
23.89,61.5,29.8
24.07,61.4,29.64
24.26,61.2,29.85
24.09,61.2,29.91
24.18,61.5,31.19
24.05,61.6,30.48
23.95,61.4,30.32
24.08,61.5,29.78
24.15,61.4,30.43
24.0,61.4,29.63
24.06,61.3,30.32
23.96,61.4,31.53
24.27,62.2,30.83
24.06,61.5,30.4
24.32,61.6,30.85
24.33,61.5,30.24
24.09,61.3,30.1
23.95,61.8,31.35
23.79,61.3,29.93
23.88,61.7,30.32
23.89,61.3,30.65
24.31,61.1,30.03
24.12,61.5,30.83
24.16,61.1,30.35
23.77,61.6,30.83
23.92,61.0,30.79
24.23,61.3,30.38
24.14,61.0,31.36
24.08,62.2,30.17
24.18,60.9,31.17
24.35,61.4,31.09
24.07,61.7,31.39
24.11,61.7,30.59
24.13,61.7,30.11
24.46,61.3,31.54
23.79,61.8,30.33
24.2,61.7,30.09
24.08,61.5,30.41
24.19,61.5,30.01
24.0,61.3,30.76
24.09,61.1,30.2
24.21,61.8,30.36
24.57,61.8,30.98
24.22,61.1,30.81
23.97,61.4,30.51
24.04,61.4,30.59
24.03,61.4,30.51
23.83,61.4,30.28
24.05,61.7,30.5
24.21,61.2,30.75
23.91,61.1,30.44
24.26,61.8,30.71
24.17,61.3,30.08
23.99,61.0,30.2
24.08,61.3,30.13
24.34,61.3,30.22
24.21,61.9,31.14
24.1,61.7,30.86
24.06,61.7,29.96
24.11,61.6,30.72
24.02,61.7,30.3
23.78,61.2,30.16
24.41,61.3,29.76
24.12,61.1,30.99
24.16,61.3,29.82
24.09,61.6,30.47
23.99,61.4,30.03
24.07,61.8,30.89
23.86,61.1,30.33
24.44,61.6,30.43
23.91,61.0,30.45
23.95,61.4,30.65
24.03,61.6,30.51
24.29,61.3,30.48
24.1,61.6,30.24
23.91,61.1,29.71
24.29,60.9,29.94
24.21,61.6,30.86
24.18,61.9,30.35
24.21,61.1,30.17
24.46,61.8,29.8
24.43,61.4,29.64
24.0,61.0,30.15
24.34,61.1,30.94
24.16,61.4,30.22
24.17,61.3,30.7
23.85,61.0,30.2
24.07,60.9,30.82
23.98,61.1,30.32
24.22,61.5,29.88
24.26,61.4,30.37
23.79,61.2,31.42
24.1,61.5,31.39
24.27,61.7,30.74
24.07,61.5,30.43
24.21,61.4,30.65
24.15,61.7,30.66
24.15,61.1,30.48
24.06,61.3,30.72
23.92,61.3,30.6
23.93,61.0,30.34
24.21,61.3,29.9
24.1,60.8,30.27
24.08,62.0,30.9
24.04,61.1,30.48
24.05,61.9,30.65
24.26,61.4,30.36
24.05,61.6,29.97
23.9,61.3,30.38
24.21,61.5,29.99
24.07,61.6,29.96
24.1,61.6,31.1
24.34,61.6,30.29
24.1,61.3,30.13
24.14,61.3,31.31
23.92,60.9,30.91
24.07,61.6,30.31
24.19,61.7,30.71
23.87,61.9,30.38
24.13,61.5,30.15
24.12,61.2,30.74
24.11,60.9,30.34
24.26,61.7,30.54
24.15,60.9,31.01
24.32,61.3,30.96
23.95,61.3,30.22
24.12,61.4,30.74
24.11,61.4,29.94
23.94,61.4,30.73
24.24,60.7,30.57
24.45,61.4,30.69
24.1,60.7,30.35
24.18,61.6,31.54
24.11,61.2,30.05
23.99,60.8,30.99
23.83,61.2,29.98
23.99,61.2,30.75
23.89,61.8,30.79
24.36,61.5,30.53
24.08,61.5,30.25
24.05,61.8,30.57
24.23,61.4,30.63
23.93,61.6,31.39
23.98,61.6,30.06
24.11,61.0,30.22
24.25,61.8,30.64
24.18,61.0,30.37
24.14,61.7,30.45
24.11,60.9,31.04
24.16,61.6,29.09
24.13,62.0,30.2
23.95,61.3,29.63
24.11,61.3,29.9
23.94,61.6,31.7
24.11,61.3,30.8
24.03,61.9,30.98
24.48,61.5,30.46
24.09,61.3,30.88
23.89,61.2,29.62
24.08,61.1,31.02
24.18,61.2,30.09
24.35,61.3,30.23
24.01,61.3,30.75
23.86,61.2,30.66
24.22,62.0,30.54
23.89,61.1,29.82
24.03,61.4,30.55
24.06,61.6,30.98
24.09,61.6,30.23
24.2,61.4,31.16
24.0,61.3,30.06
24.06,61.5,30.5
24.1,61.5,31.27
24.12,61.3,30.16
24.11,60.9,31.03
24.17,61.3,31.49
24.23,61.1,30.59
24.16,61.2,30.24
24.17,61.4,30.11
23.86,61.5,31.15
24.11,61.9,31.14
24.17,61.2,31.22
24.21,61.6,30.48
24.0,61.5,31.02
24.0,61.8,30.48
24.01,61.6,30.06
24.18,61.1,31.06
24.26,60.9,31.32
24.04,61.5,29.99
24.24,61.2,29.98
24.12,61.1,30.52
24.08,61.0,30.98
24.07,61.4,29.93
24.21,61.9,30.61
24.15,61.3,30.2
24.44,61.6,30.85
23.97,61.4,30.1
24.18,61.0,30.89
24.02,61.6,30.42
23.97,61.1,30.03
24.1,61.4,30.53
24.12,61.3,29.53
24.54,61.7,30.22
24.07,61.1,30.67
23.93,61.5,29.61
24.14,61.1,29.21
23.79,61.2,29.33
24.09,60.3,31.16
24.1,62.0,30.46
24.22,61.6,30.23
24.25,61.2,30.97
24.02,61.1,30.3
24.08,61.3,30.63
23.99,61.6,30.51
23.93,60.8,30.26
24.15,61.4,30.65
23.91,61.9,30.89
24.04,61.1,30.41
23.95,61.4,30.27
24.18,62.1,30.33
24.37,61.6,29.35
23.9,61.4,30.64
23.82,61.6,29.9
24.08,61.3,30.81
24.1,61.8,30.45
24.13,61.3,30.55
24.03,60.8,30.85
24.07,61.3,30.04
24.16,61.1,30.68
24.26,61.3,30.63
23.81,61.3,30.41
24.04,61.8,30.04
24.13,61.6,30.8
23.96,61.5,30.85
24.36,61.4,30.56
24.0,61.1,29.96
24.09,60.7,30.24
24.18,61.4,30.47
24.01,61.6,30.84
23.82,61.4,29.71
24.04,61.2,30.22
24.25,61.5,30.3
24.05,61.4,30.46
23.97,61.9,29.85
24.24,61.8,30.39
24.05,61.7,30.34
24.02,61.6,29.98
24.12,61.0,30.44
24.22,61.6,30.23
24.46,61.5,30.75
24.22,61.6,30.06
24.27,61.5,30.54
24.02,61.5,30.1
23.95,62.2,30.2
24.11,61.4,30.65
24.12,61.7,30.62
23.94,61.3,30.29
24.07,61.6,30.37
24.16,61.7,29.77
24.15,61.5,31.2
24.18,61.9,30.84
24.14,61.1,30.83
24.02,61.3,29.7
24.02,61.5,30.2
23.92,61.7,30.33
24.37,61.5,29.53
24.1,61.8,30.94
24.07,61.2,31.23
23.96,61.1,31.53
24.54,61.5,29.98
23.94,61.4,30.56
24.04,61.6,31.16
24.16,61.4,30.37
24.19,61.3,30.22
24.24,61.4,29.57
24.37,61.4,31.07
24.18,61.3,30.49
23.94,61.3,30.14
24.06,61.3,30.64
24.15,61.7,30.58
24.41,61.5,30.58
23.89,62.1,30.39
24.28,61.4,31.31
24.13,61.2,30.43
24.23,62.2,31.31
24.08,61.5,30.78
23.97,61.7,30.68
24.21,61.6,30.44
24.2,61.6,30.99
24.25,61.6,30.56
24.1,61.1,30.03
24.01,61.5,30.02
23.87,61.0,30.71
24.22,61.3,30.05
24.16,61.2,30.47
23.96,61.5,31.03
24.02,61.5,30.65
24.03,61.5,30.14
23.88,61.5,31.2
23.98,61.2,30.77
23.93,61.3,31.01
24.04,61.7,29.37
23.99,61.7,30.67
23.86,61.1,30.92
24.4,60.9,31.35
24.29,61.2,29.77
23.98,61.7,31.1
24.14,61.8,31.32
24.16,61.1,29.49
24.28,61.5,30.74
23.98,62.0,30.81
24.26,61.5,30.34
24.02,61.8,30.25
23.9,61.7,30.83
24.21,61.1,30.19
24.29,61.3,30.39
24.49,61.4,30.91
23.92,61.4,31.38
24.2,61.7,30.77
24.04,61.5,30.57
24.22,60.5,30.24
23.88,61.0,29.99
23.91,60.7,31.05
23.98,61.5,30.42
24.11,61.5,31.08
24.0,61.5,30.34
24.2,61.1,30.18
24.25,61.6,30.71
24.19,61.6,30.46
24.34,61.0,29.9
24.16,61.0,31.41
23.92,61.4,30.19
24.3,61.9,30.96
24.01,61.9,30.92
24.24,61.6,29.87
24.34,61.2,30.0
24.17,61.7,30.35
23.88,61.3,30.07
23.96,61.2,31.36
24.3,60.8,30.4
24.07,61.4,30.94
24.11,61.2,30.76
24.21,61.4,30.63
24.2,60.7,30.52
24.14,61.5,31.12
24.07,60.7,30.09
24.05,61.7,31.36
24.23,61.6,29.86
24.18,61.3,30.89
24.06,61.6,29.8
24.26,61.1,30.34
24.08,61.4,30.55
23.97,61.6,30.26
23.99,60.5,30.41
23.95,61.3,29.81
24.06,61.4,30.01
24.29,61.3,30.75
23.98,61.8,30.51
24.13,61.1,30.15
24.0,61.2,31.16
24.06,60.8,29.89
23.87,61.9,30.32
24.07,61.3,30.25
24.07,61.3,30.81
24.18,61.4,30.52
24.13,61.6,30.45
23.92,61.5,29.58
24.26,62.2,30.93
24.13,61.5,30.39
24.13,61.3,30.56
24.1,61.2,30.13
24.02,61.3,30.05
24.13,60.9,31.25
24.17,61.4,29.61
23.84,61.6,29.97
24.02,61.2,31.24
24.06,61.2,30.82
24.14,61.9,30.34
24.28,61.0,31.12
23.98,60.8,30.72
24.03,61.1,30.62
24.02,60.9,30.61
23.98,61.5,30.73
24.05,61.3,30.75
24.22,61.3,31.6
23.94,61.7,30.4
24.16,61.2,30.42
23.84,61.6,29.88
24.02,61.9,30.47
24.05,61.3,31.43
24.35,61.6,30.99
24.06,61.3,30.23
23.77,61.7,30.52
23.8,60.9,29.85
24.11,60.9,30.02
24.19,61.3,30.57
24.16,61.1,30.25
24.13,61.2,29.98
24.27,61.3,30.74
24.02,61.6,30.46
24.23,61.3,29.72
23.86,61.2,29.46
23.96,61.3,30.21
23.83,61.2,29.71
24.06,61.1,29.57
24.09,60.9,31.06
24.12,61.4,30.45
24.11,61.2,30.37
23.96,61.7,30.41
24.07,61.0,29.93
23.88,61.2,30.71
24.3,61.9,30.43
24.05,61.1,30.12
24.03,61.3,30.2
24.34,61.0,29.89
23.91,61.0,30.3
23.93,61.9,30.38
23.94,61.5,30.28
24.09,61.4,30.53
24.16,60.9,30.46
24.21,61.5,30.62
24.49,61.7,30.97
23.76,61.7,30.8
24.19,61.6,30.98
24.02,61.1,30.08
24.01,61.5,30.25
24.01,61.6,30.83
23.96,60.9,30.84
24.35,61.1,30.16
24.23,61.7,30.81
24.1,61.7,30.03
24.3,60.9,30.74
23.87,61.6,30.49
23.9,61.4,29.81
23.77,61.6,30.28
24.0,61.2,31.59
24.12,61.6,30.6
24.12,61.7,31.65
24.12,61.3,29.78
23.89,61.4,30.88
24.22,61.2,29.23
24.14,61.9,30.5
24.21,61.4,30.82
23.82,61.1,30.92
24.15,61.2,30.1
23.92,61.4,31.02
24.04,61.6,30.23
24.18,61.0,30.42
24.11,62.0,30.28
23.97,61.5,29.93
24.1,61.5,31.28
23.87,61.4,30.52
24.27,61.4,31.04
24.07,61.4,31.02
24.27,61.7,30.02
24.02,61.4,31.11
24.02,61.6,30.75
23.99,61.3,29.98
24.23,61.5,30.72
23.99,61.2,29.99
24.2,61.8,31.3
24.04,61.1,30.91
23.8,61.3,30.46
24.01,61.3,31.13
23.92,61.3,29.71
24.11,61.6,30.13
23.92,61.3,30.37
24.24,61.8,31.62
24.09,61.2,29.96
24.07,61.5,29.65
24.2,61.2,29.78
24.24,61.5,30.95
24.1,61.4,30.2
23.98,61.4,30.42
23.83,61.8,30.88
24.0,61.2,30.42
24.01,61.6,30.6
24.12,61.2,30.77
24.05,61.4,30.28
24.2,61.0,30.42
24.01,61.2,30.62
24.09,61.4,30.93
24.28,61.9,30.1
24.15,61.4,28.99
24.09,61.9,30.84
24.01,61.5,30.96
24.01,61.3,30.6
23.97,61.9,30.63
24.02,61.5,30.22
24.21,61.2,30.75
24.07,61.5,30.93
23.9,61.3,30.53
24.37,60.8,31.75
24.15,61.7,29.72
23.89,61.7,30.58
24.03,62.0,29.91
24.12,61.5,30.94
24.36,61.3,29.71
23.93,61.7,29.83
24.25,61.7,30.18
24.31,61.9,30.63
24.01,61.4,30.2
24.06,61.4,30.21
23.94,61.2,30.41
24.07,61.6,30.38
24.09,60.9,31.24
24.2,61.6,30.84
24.26,61.6,30.34
23.99,61.6,31.55
23.8,61.4,30.75
24.1,61.9,30.02
24.14,61.7,30.63
24.14,61.2,30.77
24.05,61.2,30.16
24.12,61.1,29.97
24.33,61.6,30.54
24.16,61.1,30.32
24.04,61.7,31.24
24.02,61.8,30.87
24.07,61.1,30.18
24.35,61.3,30.71
24.07,61.4,31.13
24.1,61.7,29.8
24.03,61.9,29.99
24.26,60.9,30.49
24.39,61.3,30.52
24.17,61.3,30.47
24.11,61.0,30.34
24.11,61.3,30.34
23.74,61.5,30.69
24.21,61.3,31.07
24.12,60.9,30.26
24.16,62.3,31.72
23.99,61.5,31.48
24.04,61.4,31.16
24.04,61.1,30.81
24.25,61.5,31.5
24.04,61.4,30.35
24.41,60.8,30.08
24.16,61.1,30.24
23.91,61.6,30.0
24.08,62.0,30.56
24.0,61.5,30.65
23.77,61.7,30.6
24.34,61.4,30.49
24.21,61.4,30.57
24.18,61.7,31.37
24.12,61.9,30.81
23.89,61.8,30.96
24.03,61.1,30.6
24.23,61.4,29.69
23.94,61.5,29.59
23.72,61.3,31.54
24.07,61.5,30.23
24.08,61.6,30.19
24.12,61.7,30.62
24.21,61.9,30.78
24.2,61.3,30.84
24.14,61.0,31.39
24.28,61.5,31.25
23.87,62.0,30.09
24.18,61.3,30.98
24.19,61.6,30.31
23.91,61.6,30.43
23.87,61.5,29.95
23.99,61.4,29.65
24.0,61.1,30.48
24.21,60.7,30.02
24.01,61.1,30.96
23.97,61.3,30.36
24.01,61.7,30.65
24.27,61.4,31.18
24.1,61.2,29.76
24.07,61.1,30.14
24.08,61.6,30.59
24.29,61.8,30.66
23.99,61.7,31.05
24.3,61.6,30.93
24.13,61.0,30.55
24.08,61.3,30.65
24.48,62.0,30.67
23.94,61.7,29.77
24.05,60.9,30.42
23.92,61.4,30.62
24.24,61.5,30.73
24.35,61.2,30.04
24.35,60.7,29.87
24.28,61.4,30.38
24.07,61.2,31.48
24.05,61.2,30.09
23.85,61.3,31.09
24.41,61.4,31.29
24.17,61.4,30.52
24.03,61.1,30.16
24.3,61.3,30.76
23.95,60.9,30.6
24.16,61.5,30.07
24.07,60.5,30.17
24.2,61.3,30.73
24.09,61.7,30.97
23.88,61.1,30.34
24.11,61.6,30.47
24.26,61.7,30.83
24.1,60.4,30.41
24.22,61.4,30.35
23.94,60.5,30.12
24.1,61.4,30.11
24.01,61.4,31.83
24.21,60.7,30.4
24.1,62.0,31.18
24.2,61.5,31.34
24.26,61.1,30.41
24.2,61.8,30.68
24.14,60.9,30.55
23.95,61.0,29.69
24.1,60.7,29.72
24.02,61.9,30.52
24.05,61.5,30.29
24.04,61.6,31.45
23.95,61.5,30.38
23.81,61.6,31.48
24.0,61.4,30.26
24.13,61.5,31.46
23.9,61.4,30.75
24.1,61.2,30.78
24.39,61.4,30.24
24.25,61.5,30.79
24.35,61.4,31.35
24.16,61.0,30.43
24.28,61.0,30.33
23.99,61.7,30.38
24.0,61.3,31.31
23.69,61.6,30.93
24.28,61.1,31.22
24.33,61.0,30.66
24.02,61.1,30.52
24.06,61.3,30.71
23.99,61.2,31.04
24.16,61.8,30.38
24.27,61.5,31.18
23.84,62.0,30.68
24.16,61.5,29.3
24.06,60.7,30.94
24.12,61.7,29.86
24.17,60.9,30.93
24.07,61.5,30.95
24.08,61.2,30.66
24.07,62.0,30.77
24.25,61.8,31.05
24.16,61.2,30.25
24.13,61.4,30.9
23.91,61.5,31.08
24.04,61.7,31.38
24.23,61.4,29.95
24.11,61.1,30.7
24.2,61.2,30.02
24.36,61.4,30.0
24.26,61.8,30.68
24.11,61.5,30.54
24.02,61.2,31.07
23.72,61.6,30.33
24.07,61.3,30.43
24.05,61.7,30.61
24.16,62.2,30.07
24.08,61.3,30.14
24.05,61.6,31.06
23.83,61.2,30.23
23.96,61.4,31.09
24.17,61.4,30.8
24.36,61.3,29.73
24.09,62.1,30.77
24.15,61.3,30.76
24.24,61.6,30.71
23.98,60.8,30.43
24.16,61.5,30.03
23.99,61.7,31.17
24.23,61.2,30.45
24.12,60.6,30.06
24.14,61.4,30.73
23.98,61.4,30.13
24.21,61.6,30.03
24.41,62.0,30.31
23.95,61.3,30.17
24.05,61.1,30.04
24.13,61.0,30.9
24.22,61.5,30.44
24.02,61.5,31.13
23.68,61.2,30.07
24.3,61.6,29.64
24.21,61.5,30.57
23.84,61.4,31.43
24.01,61.1,30.77
24.34,61.3,32.11
24.32,60.7,30.67
24.24,61.5,30.62
24.07,61.4,29.42
24.11,61.5,30.71
24.08,61.6,30.58
24.27,61.5,30.3
23.97,61.4,30.43
23.98,61.4,30.47
24.25,61.0,30.41
24.09,61.2,31.54
24.31,61.4,30.31
24.0,61.2,30.58
24.09,61.7,30.3
23.96,61.2,30.89
24.1,61.5,30.59
23.88,61.4,30.36
24.03,61.6,29.54
23.88,61.7,30.62
24.2,61.6,30.35
24.21,60.8,30.47
23.84,61.8,29.91
24.3,61.9,31.22
24.47,61.3,30.93
24.11,61.5,31.22
24.0,61.1,31.07
24.52,60.8,30.8
23.9,61.2,29.93
24.1,61.2,31.42
24.13,61.3,30.04
24.3,61.1,30.37
24.15,61.2,30.85
24.03,61.4,30.88
23.96,61.2,30.79
24.05,61.6,30.3
23.95,61.6,30.2
24.11,62.1,31.77
24.02,61.7,30.48
23.88,61.5,30.42
24.29,61.2,30.14
24.03,61.5,30.62
23.91,61.5,30.6
24.07,61.2,30.49
24.11,61.6,30.69
23.84,61.0,31.38
24.15,61.3,30.2
23.94,61.6,30.52
24.36,61.3,30.18
24.18,61.3,30.65
24.04,61.4,30.22
23.99,61.1,30.24
24.08,61.8,29.77
24.19,61.1,30.55
24.1,61.5,30.71
24.07,61.5,31.43
24.11,61.1,30.73
24.01,61.4,30.28
24.05,61.1,29.82
23.79,61.8,29.89
24.25,61.1,29.85
24.14,61.2,31.44
23.98,61.0,30.64
24.38,61.0,30.21
24.11,61.9,30.02
23.94,61.6,30.07
24.23,61.4,30.2
24.16,61.2,31.16
24.16,61.7,30.49
24.04,61.2,29.78
24.17,61.6,31.66
24.06,61.1,29.93
24.18,61.2,30.2
23.81,61.6,31.16
24.03,61.7,30.71
24.36,61.6,30.27
23.98,61.1,29.88
24.01,61.3,30.02
24.03,61.4,30.05
23.92,61.1,30.5
23.77,61.8,30.6
24.07,60.7,30.43
24.12,61.2,30.48
24.09,61.2,29.97
24.08,60.5,30.65
24.11,61.0,31.14
24.25,61.6,30.42
24.07,61.4,30.41
24.01,61.9,30.54
24.06,61.9,31.06
24.19,61.5,30.05
24.31,61.5,31.23
24.01,61.4,30.71
24.11,60.6,30.51
24.15,61.0,31.11
23.95,61.4,29.91
24.1,61.6,30.76
23.88,61.5,30.72
23.83,61.1,30.03
24.16,61.7,30.73
24.04,61.8,30.64
24.13,61.7,30.41
24.1,61.7,30.93
23.95,61.2,30.21
24.09,61.7,30.64
23.92,61.4,30.43
24.31,61.6,30.19
23.9,61.5,30.75
24.07,61.4,30.4
23.94,61.1,29.76
24.19,61.4,29.6
24.05,61.7,30.89
24.02,61.3,29.89
24.23,61.7,30.64
24.1,61.6,30.53
24.18,61.3,30.32
23.95,61.8,31.48
23.89,61.3,30.59
24.12,61.9,30.88
24.05,61.5,30.64
24.19,61.4,30.38
24.09,61.1,30.49
24.13,61.4,31.23
23.86,61.3,31.04
24.38,61.0,31.48
24.08,61.3,30.61
24.2,61.2,30.06
23.97,61.6,30.28
24.15,61.8,29.91
23.9,61.0,30.88
24.17,61.9,30.21
24.05,61.4,28.97
24.1,61.1,31.73
24.2,61.6,30.21
23.92,61.3,30.21
24.0,61.4,31.34
24.17,61.3,29.9
24.41,61.2,31.07
24.08,61.6,30.21
24.19,61.3,29.84
24.08,61.0,31.35
24.39,61.6,30.96
23.84,61.0,30.96
24.11,61.1,30.68
23.86,61.8,30.8
23.72,61.0,29.88
24.14,60.7,30.56
24.12,61.6,30.04
24.06,61.3,29.81
24.08,61.3,30.71
24.56,61.3,31.08
24.06,61.5,30.31
24.18,61.2,30.39
24.0,61.8,29.93
24.14,61.0,30.5
24.06,61.5,30.88
24.04,61.6,30.9
24.37,61.2,30.77
24.28,61.1,30.19
24.12,61.7,30.17
23.75,61.1,30.9
24.05,61.2,30.91
24.51,61.7,30.41
24.07,61.4,30.29
24.27,60.9,31.08
24.32,61.9,30.32
24.13,61.2,30.87
23.97,61.3,30.43
23.73,61.5,29.98
24.2,61.6,31.31
23.98,62.0,30.56
24.13,60.9,30.14
